url,date,content,id,username,outlinks,outlinksss,tcooutlinks,tcooutlinksss
https://twitter.com/IxNdheso/status/1606454160773324800,2022-12-24 00:58:13+00:00,"edar itu dilakukan karena produk obat sirup dua perusahaan farmasi itu mengandung cemaran zat kimia berbahaya penyebab gagal ginjal akut (acute kidney injury/AKI) etilen glikol (EG) dan dietilen glikol (DEG).

Pencabutan izin edar obat sirup ini dilakukan setelah BPOM memberikan",1606454160773324800,IxNdheso,[],,[],
https://twitter.com/HabibieNugraha/status/1605518631223164933,2022-12-21 11:00:45+00:00,"Tragedi obat beracun gagal ginjal akut etilen glikol dietilen glikol

 Indonesian families launch class action over contaminated syrup medicines which killed nearly 200 children https://t.co/4KXzP7FPG8",1605518631223164933,HabibieNugraha,['https://www.abc.net.au/news/2022-12-21/indonesian-families-launch-class-action-over/101799562?utm_campaign=abc_news_web&utm_content=twitter&utm_medium=content_shared&utm_source=abc_news_web'],https://www.abc.net.au/news/2022-12-21/indonesian-families-launch-class-action-over/101799562?utm_campaign=abc_news_web&utm_content=twitter&utm_medium=content_shared&utm_source=abc_news_web,['https://t.co/4KXzP7FPG8'],https://t.co/4KXzP7FPG8
https://twitter.com/bpompalangka/status/1605363649052561408,2022-12-21 00:44:54+00:00,"#Repost @bpom_ri 

DAFTAR 32 SIRUP OBAT YANG DICABUT IZIN EDARNYA 

#SahabatBPOM, BPOM menemukan produk Sirup Obat Produksi PT Rama Emerald Multi Sukses (PT REMS) mengandung cemaran Etilen Glikol/Dietilen Glikol yang melebihi ambang batas aman. https://t.co/lwPDvdRB22",1605363649052561408,bpompalangka,[],,[],
https://twitter.com/bpompalangka/status/1605126268915093504,2022-12-20 09:01:38+00:00,"#Repost @bpom_ri  

BPOM CABUT 32 IZIN EDAR PRODUK SIRUP OBAT

#SahabatBPOM, BPOM menemukan produk obat dengan cemaran Etilen Glikol/Dietilen Glikol (EG/DEG) melebihi ambang batas aman asupan harian/Tolerable Daily Intake (TDI) 0,5 mg/kg berat badan/hari. https://t.co/DBpzoeT4Dr",1605126268915093504,bpompalangka,[],,[],
https://twitter.com/bpompalangka/status/1605100743572144131,2022-12-20 07:20:13+00:00,"perkembangan hasil pengawasan terkait sirup obat mengandung Etilen/Dietilen Glikol.

#EtilenGlikol
#DietilenGlikol
#ObatAman
#SirupObatAman
#HALOBPOM1500533 https://t.co/XMLMtyssBT",1605100743572144131,bpompalangka,[],,[],
https://twitter.com/bpompalangka/status/1605083707584282624,2022-12-20 06:12:31+00:00,"#Repost @BPOM_RI 

#SahabatBPOM, BPOM merilis penjelasan tentang informasi ke-10 terkait perkembangan hasil pengawasan terkait sirup obat yang mengandung Etilen Glikol/Dietilen Glikol.

Hingga saat ini, 172 produk obat dari 22 Industri Farmasi telah memenuhi ketentuan, + https://t.co/VQUTYO7psb",1605083707584282624,bpompalangka,[],,[],
https://twitter.com/bpomjambi/status/1603211233943248897,2022-12-15 02:11:59+00:00,Daftar produk ini berdasarkan perkembangan hasil pengawasan terkait sirup obat yang mengandung Etilen Glikol/Dietilen Glikol. https://t.co/Ad9tonqbbp,1603211233943248897,bpomjambi,[],,[],
https://twitter.com/cermati_ID/status/1602824214347927552,2022-12-14 00:34:06+00:00,"Mengenal Fomepizole, Obat Gagal Ginjal Akut Akibat Keracunan Etilen Glikol https://t.co/NFVhd09BJB https://t.co/Xz0IoMJnDE",1602824214347927552,cermati_ID,['http://dlvr.it/SfKM0W'],http://dlvr.it/SfKM0W,['https://t.co/NFVhd09BJB'],https://t.co/NFVhd09BJB
https://twitter.com/carakanewsid/status/1602727429365059584,2022-12-13 18:09:31+00:00,"Jakarta– Keluarga korban meninggal dunia kasus gagal ginjal akut akibat obat batuk sirup dengan cemaran etilen glikol (EG) dan dietilen glikol (DEG) disebut mengalami kerugian materiil yang ditaksir mencapai Rp 2 miliar per orang.

https://t.co/gk59EIqgBW",1602727429365059584,carakanewsid,['https://carakanews.id/korban-meninggal-akibat-obat-sirup-tercemar-eg-deg-ditaksir-alami-kerugian-rp-2-miliar/13/12/'],https://carakanews.id/korban-meninggal-akibat-obat-sirup-tercemar-eg-deg-ditaksir-alami-kerugian-rp-2-miliar/13/12/,['https://t.co/gk59EIqgBW'],https://t.co/gk59EIqgBW
https://twitter.com/iumChloride/status/1602671252782841856,2022-12-13 14:26:17+00:00,"Ni obat batuk emang manjur jur jur. Berhubung saya cina, jadi saya mendukung ini obat sirup. Obat sirup aman dari etilen glikol 💪💪 https://t.co/i9X8BBiM7N",1602671252782841856,iumChloride,[],,[],
https://twitter.com/detikcom/status/1602624088954085377,2022-12-13 11:18:52+00:00,BPOM RI memusnahkan 549.064 obat sirup PT Ciubros Farma per tanggal 29 November 2022. Pemusnahan imbas dari cemaran etilen glikol-dietilen glikol (EG-DEG) di atas ambang batas yang dikaitkan dengan gagal ginjal akut pada anak.  https://t.co/jdkFMCSU1b,1602624088954085377,detikcom,['https://20.detik.com/e-flash/20221213-221213091/imbas-cemaran-eg-deg-bpom-musnahkan-6-obat-sirup-pt-ciubros-farma-?utm_content=20detik&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1670922137-1'],https://20.detik.com/e-flash/20221213-221213091/imbas-cemaran-eg-deg-bpom-musnahkan-6-obat-sirup-pt-ciubros-farma-?utm_content=20detik&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1670922137-1,['https://t.co/jdkFMCSU1b'],https://t.co/jdkFMCSU1b
https://twitter.com/JatengOpini/status/1602570838758199298,2022-12-13 07:47:16+00:00,"Ratusan ribu botol obat sirup produksi PT Ciubros Farma dimusnahkan karena terbukti mengandung cemaran etilen glikol (EG) atau dietilen glikol (DEG). Ratusan obat sirup itu mengandung EG/DEG sebesar 58,45 mg/mL atau 246,12 kali di atas ambang batas aman.
https://t.co/ua8Ri3nPJv",1602570838758199298,JatengOpini,['https://www.detik.com/jateng/berita/d-6457671/bpom-musnahkan-ratusan-ribu-obat-sirup-tercemar-eg-deg-di-semarang'],https://www.detik.com/jateng/berita/d-6457671/bpom-musnahkan-ratusan-ribu-obat-sirup-tercemar-eg-deg-di-semarang,['https://t.co/ua8Ri3nPJv'],https://t.co/ua8Ri3nPJv
https://twitter.com/indozonemedia/status/1602546382383915008,2022-12-13 06:10:06+00:00,"Obat sirup tersebut dimusnahkan karena terbukti mengandung zat kimia Etilen Glikol (EG) dan Dietilen Glikol (DEG) melebihi ambang batas. 

https://t.co/4jRP7B8mMq",1602546382383915008,indozonemedia,['https://www.indozone.id/health/RMsvdzL/lagi-ratusan-ribu-obat-sirup-tercemar-kimia-berbahaya-dimusnahkan'],https://www.indozone.id/health/RMsvdzL/lagi-ratusan-ribu-obat-sirup-tercemar-kimia-berbahaya-dimusnahkan,['https://t.co/4jRP7B8mMq'],https://t.co/4jRP7B8mMq
https://twitter.com/DoraLiggons1/status/1602449035826167808,2022-12-12 23:43:16+00:00,BPOM menyebutkan ada 73 obat sirup dilarang beredar dan dikonsumsi karena mengandung cemaran etilen glikol (EG) dan dietilen glikol (DEG) https://t.co/A8ZgfH8YZQ,1602449035826167808,DoraLiggons1,[],,[],
https://twitter.com/kompascom/status/1602312860449001472,2022-12-12 14:42:10+00:00,"Sirup obat yang dimusnahkan mengandung cemaran Etilen Glikol/Dietilen Glikol (DEG) sebesar 58,45 mg/mL atau 246,12 kali di atas ambang batas aman. https://t.co/k4eXUeEO0j",1602312860449001472,kompascom,['http://dlvr.it/SfDy0L'],http://dlvr.it/SfDy0L,['https://t.co/k4eXUeEO0j'],https://t.co/k4eXUeEO0j
https://twitter.com/RyaWiedy/status/1602283233588043776,2022-12-12 12:44:26+00:00,"Ratusan ribu obat sirup  produksi PT Ciubros Farma yg mengandung zat kimia berbahaya penyebab gagal ginjal akut, cemaran etilen glikol/dietilen glikol (EG/DEG)-nya mencapai 58,45 mg/mL.

Itu setara dg 246,12 x lipat di atas ambang batas aman. PARAH 🤬

https://t.co/Q5MVO49OgX",1602283233588043776,RyaWiedy,['https://nasional.kompas.com/read/2022/12/12/18373051/ratusan-ribu-obat-sirup-pt-ciubros-farma-dimusnahkan-terbukti-kandung-eg-deg'],https://nasional.kompas.com/read/2022/12/12/18373051/ratusan-ribu-obat-sirup-pt-ciubros-farma-dimusnahkan-terbukti-kandung-eg-deg,['https://t.co/Q5MVO49OgX'],https://t.co/Q5MVO49OgX
https://twitter.com/kompascom/status/1601833430953914368,2022-12-11 06:57:05+00:00,Daftar terbaru 172 sirup obat yang aman dari cemaran etilen glikol/dietilen glikol menurut penjelasan BPOM tanggal 1 Desember. https://t.co/PAY36lNunT,1601833430953914368,kompascom,['http://dlvr.it/Sf9kMX'],http://dlvr.it/Sf9kMX,['https://t.co/PAY36lNunT'],https://t.co/PAY36lNunT
https://twitter.com/kompascom/status/1601589565206462466,2022-12-10 14:48:03+00:00,"Ada 168 daftar sirup obat yang aman dari cemaran etilen glikol/dietilen glikol, menurut pengawasan BPOM per 17 November 2022. https://t.co/kFvIHki4c8",1601589565206462466,kompascom,['http://dlvr.it/Sf8Rvl'],http://dlvr.it/Sf8Rvl,['https://t.co/kFvIHki4c8'],https://t.co/kFvIHki4c8
https://twitter.com/DamiHwi/status/1601229528210509824,2022-12-09 14:57:23+00:00,"@PolJokesID Gara2 kasus obat sirup etilen glikol itu udh ilang rispek sm BPOM, eh ada kasus galon ini juga 🙃 gini amat ya negaraku.. Padahal kalo nyari makanan yg ada halal + bpom 🙃",1601229528210509824,DamiHwi,[],,[],
https://twitter.com/bpomjambi/status/1601035751902572544,2022-12-09 02:07:23+00:00,"DAFTAR 32 SIRUP OBAT YANG DICABUT IZIN EDARNYA 

#SahabatBPOM, BPOM menemukan produk Sirup Obat Produksi PT Rama Emerald Multi Sukses (PT REMS) mengandung cemaran Etilen Glikol/Dietilen Glikol yang melebihi ambang batas aman. https://t.co/aXVUcNQ0VE",1601035751902572544,bpomjambi,[],,[],
https://twitter.com/PELITAKARAWANG1/status/1600728754602795010,2022-12-08 05:47:29+00:00,"Badan Pengawas Obat dan Makanan (BPOM) mencabut 32 izin edar obat sirup. Puluhan obat itu tercemar Etilen Glikol (EG) dan Dietilen Glikol (DEG) melebihi ambang batas aman.

https://t.co/zMjIB43MQw",1600728754602795010,PELITAKARAWANG1,['http://www.pelitakarawang.com/2022/12/berikut-daftar-32-nama-produk-yang.html'],http://www.pelitakarawang.com/2022/12/berikut-daftar-32-nama-produk-yang.html,['https://t.co/zMjIB43MQw'],https://t.co/zMjIB43MQw
https://twitter.com/inilahdotcom/status/1600679309018271744,2022-12-08 02:31:01+00:00,Ditemukan sirup obat Produksi PT Rama Emerald Multi Sukses (PT REMS) yang terdapat kandungan cemaran Etilen Glikol atau Dietilen Glikol yang dapat dikatakan melebihi ambang batas aman. https://t.co/GZjcOU3Cno,1600679309018271744,inilahdotcom,[],,[],
https://twitter.com/BPOMPontianak/status/1600472148187172864,2022-12-07 12:47:50+00:00,"Reposted from @bpom_ri

DAFTAR 32 SIRUP OBAT YANG DICABUT IZIN EDARNYA 

#SahabatBPOM Kalbar, BPOM menemukan produk Sirup Obat Produksi PT Rama Emerald Multi Sukses (PT REMS) mengandung cemaran Etilen Glikol/Dietilen Glikol yang melebihi ambang batas aman. https://t.co/gcu8GyekYh",1600472148187172864,BPOMPontianak,[],,[],
https://twitter.com/BPOMPontianak/status/1600471136730775553,2022-12-07 12:43:48+00:00,"Reposted from @bpom_ri

BPOM CABUT 32 IZIN EDAR PRODUK SIRUP OBAT

#SahabatBPOM Kalbar, BPOM menemukan produk obat dengan cemaran Etilen Glikol/Dietilen Glikol (EG/DEG) melebihi ambang batas aman asupan harian/Tolerable Daily Intake (TDI) 0,5 mg/kg berat badan/hari. https://t.co/Z0uxofRXzN",1600471136730775553,BPOMPontianak,[],,[],
https://twitter.com/bpompangkalpng/status/1600440444374376450,2022-12-07 10:41:51+00:00,"DAFTAR 32 SIRUP OBAT YANG DICABUT IZIN EDARNYA 

#SahabatBPOM, BPOM menemukan produk Sirup Obat Produksi PT Rama Emerald Multi Sukses (PT REMS) mengandung cemaran Etilen Glikol/Dietilen Glikol yang melebihi ambang batas aman. BPOM kemudian mencabut https://t.co/4Bntg0uISC",1600440444374376450,bpompangkalpng,[],,[],
https://twitter.com/tribunnews/status/1600425765350567936,2022-12-07 09:43:31+00:00,"Mengandung Etilen Glikol, BPOM Cabut Izin Edar 32 Obat Sirup Produksi Rama Emerald https://t.co/0O66aFKILP via @tribunnews",1600425765350567936,tribunnews,['https://www.tribunnews.com/kesehatan/2022/12/07/mengandung-etilen-glikol-bpom-cabut-izin-edar-32-obat-sirup-produksi-rama-emerald'],https://www.tribunnews.com/kesehatan/2022/12/07/mengandung-etilen-glikol-bpom-cabut-izin-edar-32-obat-sirup-produksi-rama-emerald,['https://t.co/0O66aFKILP'],https://t.co/0O66aFKILP
https://twitter.com/kompascom/status/1600409060805079040,2022-12-07 08:37:08+00:00,BPOM tarik izin edar 32 sirup obat dari PT REMS karena mengandung etilen glikol/dietilen glikol lebih dari batas aman. https://t.co/4vnCfrFN5C,1600409060805079040,kompascom,['http://dlvr.it/Sdz2Hy'],http://dlvr.it/Sdz2Hy,['https://t.co/4vnCfrFN5C'],https://t.co/4vnCfrFN5C
https://twitter.com/bpomlbklinggau/status/1600392617686372354,2022-12-07 07:31:48+00:00,"@bpom_ri 
——
DAFTAR 32 SIRUP OBAT YANG DICABUT IZIN EDARNYA 

#SahabatBPOM, BPOM menemukan produk Sirup Obat Produksi PT Rama Emerald Multi Sukses (PT REMS) mengandung cemaran Etilen Glikol/Dietilen Glikol yang melebihi ambang batas aman. https://t.co/qylIW8fypx",1600392617686372354,bpomlbklinggau,[],,[],
https://twitter.com/bpomlbklinggau/status/1600391584650268672,2022-12-07 07:27:42+00:00,"@bpom_ri

BPOM CABUT 32 IZIN EDAR PRODUK SIRUP OBAT

#SahabatBPOM, BPOM menemukan produk obat dengan cemaran Etilen Glikol/Dietilen Glikol (EG/DEG) melebihi ambang batas aman asupan harian/Tolerable Daily Intake (TDI) 0,5 mg/kg berat badan/hari. https://t.co/egxv4yWHSL",1600391584650268672,bpomlbklinggau,[],,[],
https://twitter.com/BPOM_RI/status/1600389818462371840,2022-12-07 07:20:41+00:00,"#SahabatBPOM, BPOM menemukan produk Sirup Obat Produksi PT Rama Emerald Multi Sukses (PT REMS) mengandung cemaran Etilen Glikol/Dietilen Glikol yang melebihi ambang batas aman. https://t.co/2iT5uiCRk3",1600389818462371840,BPOM_RI,[],,[],
https://twitter.com/bpompangkalpng/status/1600381115138600960,2022-12-07 06:46:06+00:00,"BPOM CABUT 32 IZIN EDAR PRODUK SIRUP OBAT

#SahabatBPOM, BPOM menemukan produk obat dengan cemaran Etilen Glikol/Dietilen Glikol (EG/DEG) melebihi ambang batas aman asupan harian/Tolerable Daily Intake (TDI) 0,5 mg/kg berat badan/hari. https://t.co/Ius69kHsv6",1600381115138600960,bpompangkalpng,[],,[],
https://twitter.com/temponewsroom/status/1600079207077646339,2022-12-06 10:46:25+00:00,Ratusan anak terserang gagal ginjal akut dalam beberapa bulan terakhir karena mengkonsumsi obat sirop yang mengandung etilena glikol (EG) dan dietilena glikol (DEG) melebihi ambang batas aman. Hingga #MajalahTempo https://t.co/3blz9Go3jH,1600079207077646339,temponewsroom,['https://bit.ly/3iHhi6W'],https://bit.ly/3iHhi6W,['https://t.co/3blz9Go3jH'],https://t.co/3blz9Go3jH
https://twitter.com/BPOMPontianak/status/1599662156647378944,2022-12-05 07:09:13+00:00,"informasi klarifikasi isu produk Obat Sirup mengandung Etilen Glikol dan Dietilen Glikol pada website https://t.co/lbNFPtWgPN dan media sosial Badan POM.
Masyarakat dapat aktif berkomunikasi dengan Balai Besar POM di Pontianak melalui pertemuan tatap muka, https://t.co/Fjs3xNstla",1599662156647378944,BPOMPontianak,['http://pom.go.id'],http://pom.go.id,['https://t.co/lbNFPtWgPN'],https://t.co/lbNFPtWgPN
https://twitter.com/muzhaazzahra/status/1599045399624708102,2022-12-03 14:18:26+00:00,Issue obat sirup mengandung etilen glikol ini bikin sulit sobat gerd yg cuma bs minum obat sirup yaaa,1599045399624708102,muzhaazzahra,[],,[],
https://twitter.com/HabibieNugraha/status/1598932799557619712,2022-12-03 06:51:00+00:00,"Dahsyatnya efek konsumsi obat sirup mengandung Etilen Glikol / Dietilen Glikol, banyak yg wafat namun bagi para korban yg sampai hari ini msh bertahan hrs berjuang dgn kondisi organ selain ginjal dan saraf yg terganggu. Tragedi obat beracun berefek panjang https://t.co/dPMSv1PcyW",1598932799557619712,HabibieNugraha,['https://twitter.com/indozonemedia/status/1598609056389894144'],https://twitter.com/indozonemedia/status/1598609056389894144,['https://t.co/dPMSv1PcyW'],https://t.co/dPMSv1PcyW
https://twitter.com/BPOMJakarta/status/1598631952680046592,2022-12-02 10:55:33+00:00,"Informasi produk sirup obat pada Lampiran II Penjelasan BPOM RI Nomor HM.01.1.2.11.22.179 Tanggal 17 November 2022 tentang Informasi Kesembilan Perkembangan Hasil Pengawasan dan Penindakan Terkait Sirup Obat yang Mengandung Cemaran Etilen Glikol/Dietilen Glikol,",1598631952680046592,BPOMJakarta,[],,[],
https://twitter.com/BPOMJakarta/status/1598631947877523456,2022-12-02 10:55:32+00:00,"Reposted from @bpom_ri INFORMASI  KESEPULUH PERKEMBANGAN HASIL PENGAWASAN SIRUP OBAT

#SahabatBPOM, BPOM merilis penjelasan tentang informasi ke-10 terkait perkembangan hasil pengawasan terkait sirup obat yang mengandung Etilen Glikol/Dietilen Glikol. https://t.co/wPDV25nJKL",1598631947877523456,BPOMJakarta,[],,[],
https://twitter.com/bpompangkalpng/status/1598602229535059968,2022-12-02 08:57:26+00:00,Daftar produk ini berdasarkan perkembangan hasil pengawasan terkait sirup obat yang mengandung Etilen Glikol/Dietilen Glikol. https://t.co/G38WnfzLj2,1598602229535059968,bpompangkalpng,[],,[],
https://twitter.com/BPOMPontianak/status/1598596730748276736,2022-12-02 08:35:35+00:00,"terkait sirup obat yang mengandung Etilen Glikol/Dietilen Glikol. 

Informasi selengkapnya dapat dilihat pada https://t.co/bwWhhOX33k https://t.co/TFC6Voy5cz",1598596730748276736,BPOMPontianak,['http://bit.ly/informasi-sirup-obat-10'],http://bit.ly/informasi-sirup-obat-10,['https://t.co/bwWhhOX33k'],https://t.co/bwWhhOX33k
https://twitter.com/indozonemedia/status/1598520124721725440,2022-12-02 03:31:11+00:00,"Badan Pengawas Obat dan Makanan (BPOM) RI, kembali merilis daftar obat sirup yang aman dari cemaran etilen glikol (EG) dan dietilen glikol (DEG). Obat sirup itu diduga yang menjadi penyebab ratusan anak Indonesia mengalami Gagal Ginjal Akut.

https://t.co/2opeOwkZhz",1598520124721725440,indozonemedia,['https://www.indozone.id/health/mnsdnry/update-bpom-kembali-rilis-46-produk-obat-sirup-aman-dikonsumsi-berikut-daftarnya/read-all'],https://www.indozone.id/health/mnsdnry/update-bpom-kembali-rilis-46-produk-obat-sirup-aman-dikonsumsi-berikut-daftarnya/read-all,['https://t.co/2opeOwkZhz'],https://t.co/2opeOwkZhz
https://twitter.com/requisitoire/status/1598518745345200130,2022-12-02 03:25:42+00:00,"Bunda Catat Ya, Ini Daftar Terbaru 172 Obat Sirup Aman Tanpa Etilen Glikol #ObatSirup #EtilenGlikol #daftarObat https://t.co/AGRlzUYN5J https://t.co/4ROWpuqA9r",1598518745345200130,requisitoire,['https://buff.ly/3H4NATQ'],https://buff.ly/3H4NATQ,['https://t.co/AGRlzUYN5J'],https://t.co/AGRlzUYN5J
https://twitter.com/kompascom/status/1598509072076378112,2022-12-02 02:47:16+00:00,BPOM menyatakan sebanyak 172 obat sirup aman dari cemaran Etilen Glikol (EG)/Dietilen Glikol (DEG) yang melebihi ambang batas pada Kamis (1/12/2022). https://t.co/pz1VZD3JpU,1598509072076378112,kompascom,['http://dlvr.it/SdjFBp'],http://dlvr.it/SdjFBp,['https://t.co/pz1VZD3JpU'],https://t.co/pz1VZD3JpU
https://twitter.com/anangsob/status/1598449449931800576,2022-12-01 22:50:21+00:00,"https://t.co/HqGu6aZyBX

BPOM merilis daftar baru obat sirup aman cemaran etilen glikol dan dietilen glikol. Daftar 172 obat berikut aman digunakan sepanjang aturan pakai.",1598449449931800576,anangsob,['https://health.detik.com/berita-detikhealth/d-6437519/bpom-ri-rilis-daftar-terbaru-172-obat-sirup-aman-cemaran-eg-dan-deg'],https://health.detik.com/berita-detikhealth/d-6437519/bpom-ri-rilis-daftar-terbaru-172-obat-sirup-aman-cemaran-eg-dan-deg,['https://t.co/HqGu6aZyBX'],https://t.co/HqGu6aZyBX
https://twitter.com/volauvent218/status/1598446496747507712,2022-12-01 22:38:37+00:00,"https://t.co/oVrljzq9A4

BPOM merilis daftar baru obat sirup aman cemaran etilen glikol dan dietilen glikol. Daftar 172 obat berikut aman digunakan sepanjang aturan pakai.",1598446496747507712,volauvent218,['https://health.detik.com/berita-detikhealth/d-6437519/bpom-ri-rilis-daftar-terbaru-172-obat-sirup-aman-cemaran-eg-dan-deg'],https://health.detik.com/berita-detikhealth/d-6437519/bpom-ri-rilis-daftar-terbaru-172-obat-sirup-aman-cemaran-eg-dan-deg,['https://t.co/oVrljzq9A4'],https://t.co/oVrljzq9A4
https://twitter.com/BPOM_RI/status/1598324423207313408,2022-12-01 14:33:32+00:00,"#SahabatBPOM, berikut adl 172 produk obat hasil verifikasi yang telah memenuhi ketentuan dari 22 Industri Farmasi, shg direkomendasikan utk dpt diedarkan. Daftar produk ini berdasarkan perkembangan hasil pengawasan terkait sirup obat yg mengandung Etilen Glikol/Dietilen Glikol. https://t.co/ZU4QCNpnvt",1598324423207313408,BPOM_RI,[],,[],
